procs                      memory      swap          io     system         cpu
 r  b   swpd   free   buff  cache   si   so    bi    bo   in    cs us sy id wa
 0  0 202476  17168  16252 212240    0    0     0  5440  314 58747 82 16  0  2
 1  1 202476  17408  16272 211592    8    0    20 10376  396 64761 82 15  2  0
 0  0 202476  15800  16300 213556    0    0     0   152  229 62801 88 10  2  0
 0  0 202476  15940  16312 213404    0    0     0  8888  383 60868 85 14  0  0
 0  0 202476  16876  16344 212496    0    0     0 12860  464 65665 89 11  0  0
 0  0 202476  15984  16364 213368    0    0     0     0  203 69740 83 15  2  0
 2  0 202532  20784  16392 208540    4  220     4 13940  499 62988 80 18  2  0
 0  0 203496  17880  16056 211776    0 1008    28  8520  391 68295 83 15  2  0
 0  0 203496  16180  16076 213456    0    0     0  1824  245 62446 85 13  2  0
 0  0 203496  16868  16096 213328    0    0     0 12328  450 61893 81 17  2  0
 0  0 203496  17460  16116 212720    0    0     8  5920  333 58679 89  9  2  0
 0  0 203496  16048  16152 214096    0    0     4  4056  290 65919 88 12  0  0
 0  0 203496  16088  16172 214036    0    0     0     0  204 72416 85 14  1  0
 0  0 203496  22788  16188 207072  252    0   260 15680  562 32998 44 10  0 46
procs                      memory      swap          io     system         cpu
 r  b   swpd   free   buff  cache   si   so    bi    bo   in    cs us sy id wa
 1  0 203496  18184  16204 211660    0    0    40  4616  312 51079 82  9  9  0
 1  0 203496  18180  16204 211660    8    0     8     0  205   147 55  1 43  1
 0  0 203496  18704  16240 211092    4    0    28  6740  352 59334 82 11  6  0
 0  1 203496  17512  16284 211252    4    0    32  9660  390 68082 83 15  1  0
 0  1 203496  19468  16296 210184    0    0     8  5976  369 68072 85 13  2  0
 0  0 203496  15736  16312 214192    0    0    24  3152  297 68747 84 14  2  0
 0  0 203496  16012  16324 213904    0    0     8     0  208 68973 87 10  3  0
 0  0 203496  16088  16348 213776    0    0     0     0  203 69690 87 11  2  0
 0  1 203496  22580  16356 199972    4    0    16 25300  394 66563 77 23  0  0
 0  1 203496  22440  16372 206792    0    0    68  7220  630 68767 86 12  0  2
 0  0 203496  17732  16400 211988    0    0    68  5528  396 68218 87 10  0  2
 1  2 203496  20936  16408 206188    4    0    12 10136  309 68730 82 16  2  0
 0  1 203496  18552  16440 211396   52    0   188  7732  495 64462 82 15  3  0
 0  1 203496  18560  16456 211372    0    0     0  6752  342 67602 81 17  2  0
 0  1 203496  15980  16488 213920    0    0     0     0  206 70800 87 11  2  0
 0  2 203496  23920  16496 206588    0    0     0 14700  474 66542 82 17  0  1
 0  1 203496  19732  16516 210760    0    0     0  1308  249 73080 85 15  0  0
 0  1 203496  16276  16528 214204    0    0     0     0  205 70569 85 13  2  0
 0  1 203496  21036  16548 209416    8    0    32 19380  579 61312 82 16  0  2
 1  0 203496  17172  16552 213276    4   28     4    28  210 66769 85 13  2  0
 0  1 203496  20452  16572 209972    4    0     4 12640  459 65074 84 14  0  2
procs                      memory      swap          io     system         cpu
 r  b   swpd   free   buff  cache   si   so    bi    bo   in    cs us sy id wa
 0  1 203496  17236  16576 213184    0    0     0     0  205 68361 87 11  2  0
 0  1 203496  22780  16612 207516    4    0     4 13740  458 62687 83 15  0  2
 0  1 203496  17448  16636 212936    0    0     4  9296  403 59185 84 14  2  0
 1  0 203496  19248  16664 211156    0    0     0  6796  316 64142 89 10  0  0
 1  0 203496  15900  16680 214488    0    0     0     0  203 70103 84 14  1  0
 0  1 203496  20984  16692 209180    0    0     0 14424  466 62768 82 15  3  0
 1  2 203496  16556  16716 212012   76    0   164 10376  394 67900 81 16  2  0
 0  0 204020  18244  16036 212636   48  960   116  5484  449 66611 85 12  2  1
 0  0 204020  15932  16052 214932    0    0    56     0  225 59333 81 17  2  0
 0  0 204020  19712  16076 211124    0    0     8 11884  430 63739 85 13  2  0
 0  0 204020  16040  16108 214764    0    0     0 11216  432 69309 87 12  0  1
 0  0 204020  18712  16144 212060    0    0    12  6828  346 68468 86 11  2  0
 0  0 204020  19368  16292 211256    0    0   136  6892  358 68838 90 10  0  0
 0  1 204020  18760  16352 210664    0    0    40  9180  360 65512 82 15  0  2
 0  0 204020  16104  16392 214496    0    0    36  2252  312 68000 84 14  2  0
 0  0 204020  17112  16452 213424    4    0    48  9380  401 61530 88 10  2  0
 0  1 204020  17212  16464 210696    0    0    80 10012  281 65042 85 12  2  0
 0  0 204020  18460  16500 211940    0    0   196  5768  464 62182 86 12  2  0
 0  0 204020  16008  16512 214376    4    0   144     0  210 64707 88 10  2  0
 1  1 204020  20684  16520 209604   40    0    40 15440  511 69902 82 17  0  1
 0  0 204020  16488  16548 213716    0    0   132  2572  268 71059 86 12  1  0
procs                      memory      swap          io     system         cpu
 r  b   swpd   free   buff  cache   si   so    bi    bo   in    cs us sy id wa
 0  1 204020  22936  16556 206472    4    0    16 11812  393 61569 82 15  2  0
 0  0 204020  17836  16580 212360   32    0    32  5768  449 68822 85 13  2  0
 2  0 204020  16240  16596 213908   36    0    36  4144  299 69200 86 11  3  0
 0  0 204020  16140  16604 214000    0    0     0     0  202 64439 88 10  2  0
 0  1 204020  20800  16628 209076    0    0    16 20644  588 62261 81 16  0  2
 0  0 204020  16284  16660 213812    0    0     0  5604  396 67038 88 12  0  0
 0  0 204020  16528  16732 213600    0    0    12  6208  344 63318 85 12  3  0
 0  2 204020  19028  16744 206448    4    0     4 11448  233 72300 86 14  0  0
 0  0 204020  18320  16764 212196    4    0   132   280  404 58101 82 16  0  2
 0  0 204020  16284  16772 214220    4    0     4     0  204 62782 86 12  1  1
 1  0 204020  17672  16772 204848    0    0     0 21720  240 59794 87 11  2  0
 0  1 204020  20088  16824 210180    4    0    88  6548  670 63970 82 16  0  2
 0  0 204020  15988  16856 214284    0    0     0  3024  324 68745 82 15  2  0
 0  0 204020  17500  16888 212740    0    0     4 10592  421 61417 85 13  2  0
 0  0 204020  17204  16928 212992    4    0    24  7952  377 50115 79 13  7  0
 0  0 204020  17200  16928 212992    4    0     4     0  203   158 56  1 42  1
 0  0 204020  16080  16944 214080   16    0    16  2316  259 58083 78 12 10  0
 0  0 204020  20504  16972 209628    0    0     0  9356  395 68738 87 11  1  0
 0  0 204020  16528  16992 213584    0    0     0     0  204 68850 85 12  2  0
 0  1 204020  21304  17000 208632    0    0    96 17180  505 67057 82 15  0  2
 0  0 204020  17668  17016 212416    4    0     4   100  238 70409 87 11  1  1
procs                      memory      swap          io     system         cpu
 r  b   swpd   free   buff  cache   si   so    bi    bo   in    cs us sy id wa
 0  0 204020  17132  17040 212924    0    0    12 11896  451 64650 84 14  2  0
 0  0 204020  18364  17068 211664    4    0     4  8716  391 72214 91  9  0  0
 0  0 204020  18068  17104 211920    8    0     8  8280  381 62965 84 14  2  0
 0  0 204020  15772  17112 214204    0    0     0     0  203 69749 81 16  2  0
 1  0 204020  19344  16796 211032    8  428    12 11656  480 69147 78 20  2  0
 1  0 204020  16136  16812 214196    0    0     0  8344  378 68777 89  8  0  2
 1  0 204020  15880  16816 214396    4    0     4     0  207 69838 88 11  1  0
 2  0 204020  16276  16828 213948    4    0    44     0  211 68896 85 13  2  0
 1  1 204020  19020  16832 205500    0    0     0 21356  463 67226 78 20  0  2
 2  0 204020  19264  16844 210792    0    0     4  9604  589 71151 88 12  0  0
 1  0 204020  15968  16888 214044    0    0    16  2504  261 71813 84 16  0  0
 0  3 204076  16216  16424 210592    0  460     0  8676  412 77396 80 17  2  0
 0  0 204076  22396  16460 208024   16    0    28 12292  529 73199 73 11  0 16
 0  1 204076  16752  16480 213640    4    0    20  7424  359 69136 82 16  2  0
 0  1 204076  18564  16496 211592   12    0    16 10028  393 66697 86 12  2  0
 1  0 204076  15936  16520 214476    0   76   116   136  247 68473 86 11  2  0
 0  1 204076  17956  16536 212436    0    0    16 13192  453 67783 85 13  2  0
 0  0 204076  18420  16588 211920    0    0    44  5440  346 68346 82 16  2  0
 0  0 204076  15936  16624 214368    0    0     4     0  205 68899 91  7  2  0
 0  0 204076  17900  16668 212408    0    0     8 16692  537 71059 82 18  0  0
 1  0 204076  18828  16696 211456    0    0    16  8120  377 68765 84 13  2  0
procs                      memory      swap          io     system         cpu
 r  b   swpd   free   buff  cache   si   so    bi    bo   in    cs us sy id wa
 0  0 204076  15856  16696 214420    4    0     4     0  204 68433 86 12  2  0
 1  1 204076  16288  16704 213976    4    0     4     0  204 61505 86 12  2  0
 0  2 204076  16984  16724 203908    8    0    24 22800  261 66280 84 13  1  1
 0  1 204076  19576  16744 210104    0    0    16  5908  668 67977 82 15  0  2
 0  0 204076  15888  16764 214408    0    0   100   164  280 69669 88  9  2  0
 0  0 204076  16192  16784 214084    0    0    12 10220  406 68353 85 12  3  0
 0  0 204200  16172  16636 214252    0  124   128   124  212 72791 87 12  0  0
 0  1 204372  23128  16300 207856    4  172     4 17168  516 65771 84 15  1  0
 0  0 204372  17740  16328 213212    0    0     8  8672  390 67826 82 15  3  0
 0  1 204372  15780  16340 215160    4    0   132     0  207 69498 88  9  3  0
 0  0 204372  18344  16356 213044    4    0     4 13420  471 68145 83 15  0  2
 0  0 204372  19176  16396 212248    0    0     4  9772  404 66787 82 16  0  2
 0  0 204372  19012  16416 212392    0    0     0  6884  341 68500 84 14  0  2
 1  0 204372  18152  16436 213232    0    0    40  6096  343 67503 80 17  3  0
 0  0 204372  17376  16480 213964    0    0     0  8936  389 69690 87 12  0  0
 0  1 204372  16724  16496 214468  136    0   156  6536  379 66637 82 15  3  0
 1  0 204372  16008  16504 215168    4    0     4     0  205 59350 89  8  3  0
 0  0 204372  15864  16520 215296    0    0     0     0  204 63042 85 13  1  0
 0  1 204372  22320  16540 208148    0    0   128 20576  542 64953 86 12  2  0
 0  0 204372  16216  16572 214848   12    0   104   260  258 60952 87 10  2  0
 0  0 204372  16168  16572 214720  160    0   312     0  264 62536 87 10  2  0
procs                      memory      swap          io     system         cpu
 r  b   swpd   free   buff  cache   si   so    bi    bo   in    cs us sy id wa
 0  0 204372  16152  16584 214700    0    0     0     0  204 69747 89 10  0  0
 0  3 205392  19308  16148 201612    4 1020     4 31800  304 67111 81 18  0  0
 0  1 205392  24148  16168 207112    0    0     0   824  700 66012 82 16  0  2
 0  0 205416  17336  16200 213896    0   24    12 13648  512 63029 87 11  0  2
 0  1 205416  18376  16244 212808    4    0     4  7616  361 67833 81 17  2  0
 0  0 205416  18404  16288 212956    4    0    16  6860  355 66460 88 10  2  0
 0  0 205416  18468  16304 212440  420    0   552  6564  444 54655 78 13  2  7
 0  0 205416  17208  16328 213488    0    0    16  5824  325 71992 85 15  0  0
 0  0 205416  16912  16328 213932   64    0   212     0  232  2445 54  1 36  8
 1  1 205416  18980  16344 211848    8   12    20  8384  384 41335 76 10 14  0
 0  0 205416  16308  16352 214504    0   32     0    32  213 68059 83 16  1  0
 1  0 205416  21124  16368 209668    8    0     8 13536  472 66725 81 16  0  3
 0  0 205416  16940  16404 213820    0    0     4  7376  365 67605 84 13  2  0
 2  0 205416  16088  16440 214676    0    0     4     0  204 71516 88 11  1  0
 0  1 205416  17868  16456 212880    4    0    20 11008  475 68607 82 18  0  0
 0  1 205416  18080  16468 212244    0    0    44 11048  403 66674 82 15  3  0
 0  0 205416  17920  16496 212788    0    0     0  6508  361 68273 86 11  2  0
 0  0 205416  17664  16536 213004    0    0   152  9812  424 67819 82 15  3  0
 0  2 205416  18756  16544 211024    0    0     4  7160  299 68973 82 15  3  0
 0  1 205416  18176  16580 210968    4    0    16  8912  359 68230 85 13  2  0
 0  0 205416  16464  16612 214240    0    0     8  5204  407 68534 87 10  2  0
procs                      memory      swap          io     system         cpu
 r  b   swpd   free   buff  cache   si   so    bi    bo   in    cs us sy id wa
 0  0 205416  19468  16628 211216    0    0     0  8180  367 72130 88 11  0  0
 0  1 205512  19356  16644 211468    0   96     4  8292  370 69554 91  8  1  0
 0  4 205884  20100  15440 212700   40  408    80  8192  400 60760 85 12  2  0
 0  0 205884  19476  15464 213220   24    0    68  6860  363 68643 83 15  2  0
 1  1 205884  19204  15480 213456    4    0    20  7284  353 67595 89  9  2  0
 0  0 205884  19784  15508 212812    0    0    12  8020  381 64511 79 18  3  0
 0  0 205884  19288  15540 213344    0    0     8  6180  336 67609 83 15  2  0
 0  1 205884  19776  15572 212696  128    0   268  9108  432 60573 80 17  2  0
 2  0 205884  16040  15592 216412    0    0     4     0  206 65285 87 12  0  0
 0  2 205884  22464  15624 209808   16    0    20 15728  476 69311 84 16  0  0
 0  1 205884  19036  15640 213352    4    0    16    88  237 68084 88 10  2  0
 1  0 205884  17692  15688 214644    0    0    28  8224  376 65429 83 14  0  2
 1  0 205884  16912  15712 215408    0    0    16 13640  493 65189 83 14  2  0
 1  1 205884  16176  15724 216132    4    0     8     0  204 68091 85 13  2  0
 0  2 205884  23460  15748 208188    4    0     4 12676  418 65140 82 16  0  2
 3  0 205884  18012  15776 214184   92    0    96  4400  348 62906 84 14  2  0
 2  0 205884  15824  15808 216340    4    0   144  5800  331 70212 82 17  0  0
 2  0 205884  17348  15840 214716    0    0     0 13496  488 68630 87 11  0  2
 0  1 205884  16032  15856 216012    4    0     8     0  205 67365 85 13  2  0
 0  0 205884  15900  15880 216120    0    0     4     0  207 67679 86 11  2  0
 0  2 205884  21892  15880 207876   12    0    16 18988  527 63393 80 17  0  2
procs                      memory      swap          io     system         cpu
 r  b   swpd   free   buff  cache   si   so    bi    bo   in    cs us sy id wa
 0  0 205884  17340  15904 214592    8    0     8  4904  431 67415 87 10  2  0
 0  0 205884  15948  15920 215964    0    0     4     0  205 69456 89  9  2  0
 0  1 205884  18352  15944 214044    4    0   136 18836  560 69762 87 13  0  0
 1  1 205884  17980  15960 214392    8    0     8  5528  310 67293 84 13  2  0
 0  0 205884  16176  15992 216164    0    0    20     0  193 61308 80 18  2  0
 0  1 205884  16444  16012 215868    4    0   148 16064  547 61471 85 12  0  2
 0  2 205884  19456  16020 212852    0    0     0  8660  375 62054 87 11  2  0
 1  1 205884  16176  16040 216100    4    0   132   204  215 66656 87 10  2  0
 0  1 205884  15960  16040 216312    4    0     4     0  204 69632 83 14  2  0
 2  1 205884  22700  16064 209308    0    0     0 22692  578 65059 82 18  0  0
 0  0 205884  17008  16076 215220    4    0   132   128  267 61054 86 13  0  0
 1  1 205884  19288  16088 211012    0    0     4 15640  425 66725 82 17  0  1
 0  0 205884  17024  16116 215160    0    0     8   160  302 60824 84 14  2  0
 0  1 205884  22132  16144 208644    0    0   140 12868  382 61086 84 13  2  0
 0  2 205884  17560  16164 213752    4    0    16  8528  358 61521 84 14  2  0
 1  0 205884  16020  16192 216084    0    0   128   224  302 61376 86 11  2  0
 1  0 205884  16236  16196 215864    0    0     0     0  202 65196 89  8  2  0
 0  2 205884  20916  16212 205200   16   52   148 21536  384 59762 80 18  0  2
 2  0 205884  20336  16240 211676    4    0     4  4064  541 69494 85 15  0  0
 0  1 205884  18392  16240 212920    0    0     0  9916  300 67371 89 10  1  0
 0  2 205884  19820  16264 212072    4    0     4  7260  439 64823 88 10  0  2
procs                      memory      swap          io     system         cpu
 r  b   swpd   free   buff  cache   si   so    bi    bo   in    cs us sy id wa
 0  1 205884  16040  16300 215900    4    0     8  3924  306 66938 91  7  2  0
 0  1 205900  15928  16328 216180    8  220   168   220  248 67408 88 10  2  0
